event,column,row,timebin,adc,tdc,hit
0,1,24,5,144,0,0
0,1,24,6,145,0,0
0,1,24,7,144,0,0
0,1,25,0,150,0,0
0,1,25,1,151,0,0
0,1,25,2,152,0,0
0,1,25,3,152,0,0
0,1,25,4,152,0,0
0,1,25,5,152,0,0
0,1,25,6,151,0,0
0,1,25,7,150,0,0
0,1,26,0,164,0,0
0,1,26,1,164,0,0
0,1,26,2,164,0,0
0,1,26,3,164,0,0
0,1,26,4,164,0,0
0,1,26,5,164,0,0
0,1,26,6,164,0,0
0,1,26,7,164,0,0
0,1,27,0,157,0,0
0,1,27,1,157,0,0
0,1,27,2,157,0,0
0,1,27,3,158,0,0
0,1,27,4,158,0,0
0,1,27,5,158,0,0
0,1,27,6,159,0,0
0,1,27,7,158,0,0
0,1,28,0,165,0,0
0,1,28,1,165,0,0
0,1,28,2,165,0,0
0,1,28,3,165,0,0
0,1,28,4,165,0,0
0,1,28,5,166,0,0
0,1,28,6,166,0,0
0,1,28,7,166,0,0
0,1,29,0,161,0,0
0,1,29,1,161,0,0
0,1,29,2,160,0,0
0,1,29,3,160,0,0
0,1,29,4,160,0,0
0,1,29,5,160,0,0
0,1,29,6,160,0,0
0,1,29,7,160,0,0
0,1,30,0,155,0,0
0,1,30,1,156,0,0
0,1,30,2,156,0,0
0,1,30,3,156,0,0
0,1,30,4,155,0,0
0,1,30,5,156,0,0
0,1,30,6,157,0,0
0,1,30,7,156,0,0
0,1,31,0,163,0,0
0,1,31,1,163,0,0
0,1,31,2,163,0,0
0,1,31,3,163,0,0
0,1,31,4,163,0,0
0,1,31,5,164,0,0
0,1,31,6,164,0,0
0,1,31,7,163,0,0
0,2,0,0,151,0,0
0,2,0,1,151,0,0
0,2,0,2,151,0,0
0,2,0,3,151,0,0
0,2,0,4,151,0,0
0,2,0,5,152,0,0
0,2,0,6,152,0,0
0,2,0,7,151,0,0
0,2,1,0,159,0,0
0,2,1,1,160,0,0
0,2,1,2,160,0,0
0,2,1,3,161,0,0
0,2,1,4,161,0,0
0,2,1,5,161,0,0
0,2,1,6,162,0,0
0,2,1,7,162,0,0
0,2,2,0,163,0,0
0,2,2,1,164,0,0
0,2,2,2,164,0,0
0,2,2,3,164,0,0
0,2,2,4,164,0,0
0,2,2,5,164,0,0
0,2,2,6,163,0,0
0,2,2,7,164,0,0
0,2,3,0,158,0,0
0,2,3,1,158,0,0
0,2,3,2,159,0,0
0,2,3,3,159,0,0
0,2,3,4,159,0,0
0,2,3,5,159,0,0
